0.949852531,b'x\x9a\xfejB\x81,@',b'\x7fN\xda\x15\x7f\xa3\x1c@',b'\xbbb\x9c\x83Q\n\xe5\xbf',1
1.042569514,b'\xd2\xd4\xe4t8\xad%@',b'\x9b\xee\x99<:S\x11@',b'\x9f\xaa\x94\x9c\x9b=\x90\xbf',1
1.134384385,b'|\x86\x1c\xfa\xd7\xa6%@',b'\x12\xf0\x8c\x0bML\x11@',b'\x82\x9fV\xfcb\xdd\x8e\xbf',1
1.226715512,b'}\xfc\x00\xfb\xa5\x9d%@',b'L\x01\xd7,\xb2L\x11@',b'\x13\x16\xdau\xafA\x8a\xbf',1
1.595451801,b'(\xa7\x0cW\x97\x9b%@',b'\xef\x136\x92\x05\xf9\x10@',b'\xfb\x04o\xb6\xeb\x1cl\xbf',1
1.777949356,b's\xd3|>\x85i%@',b'\n\xec\xc0?-d\x10@',b'H&f9\x1b\xf4\x95?',1
1.867450817,b'\x91\x03\x11\xf2\x93\x84,@',b'&\x0eF1~\x89\x1c@',b'\x88>VE\xa0\xdd\xe4\xbf',1
1.957602556,b'>\x84\xeb\x10\xde\xa8%@',b'\x16\x14\xd4^\x1aq\x11@',b'\xe6\xd8\x85\xfaj\x17\x93\xbf',1
2.141182392,b'H\xa1\xd0\xd4\xcb\x85%@',b'*VmO\x1e\xb4\x10@',b')\xe7\xf7m\xa1,~?',1
2.232663299,b'\xcc\xe6\xe00[\xc2%@',b'\x8d\x1a/\xfc\x17)\x11@',b'\x05A\x1f\x99\x90`\x91\xbf',1
2.325067129,b'\xed\x08\x12\x92\xea\xba%@',b'\x10\x9e\x1dj\xecF\x11@',b'\xea\x97\xf2l\x8eN\x93\xbf',1
2.594234831,b'"\xc4\xb2\xed\xd7\x8d%@',b'@M\x11\xc6g\x9e\x10@',b'\x1bs\xb5V\xcf\x84\x84?',1
2.683803294,b'\xb1E\x15\xa9\xce\xa4%@',b'\xeb\xf7,OLr\x11@',b'Z\x92\xad\xb7B\xf2\x93\xbf',1
2.773280977,b'\xde\xbc\xb1\xba\x10\x92,@',b'D\x86\x9ab\x8c\xa1\x1c@',b'j<\xb1h\x9f\x1d\xe5\xbf',1
2.864356975,b'\x1fc\x03B\xac\xc0%@',b'Z4\xacs\x9e\x1d\x12@',b'\xa3\n\xa9j\xdfX\xa5\xbf',1
3.042928569,b'\x9c=\x7f)\xa6\x95,@',b'\x11S\x9aBhq\x1c@',b'\xc7-\x81K$\xf3\xe4\xbf',1
